Order Date,Quantity,Sales,Discount,Profit
2014-06-20 0:00,4,193.0656,0.32,-19.8744
2014-06-21 0:00,2,53.997,0.1,7.6044
2014-06-22 0:00,8,511.99399999999997,0.3,-2.4294
2014-06-24 0:00,2,4.272,0.2,0.9612
2014-06-25 0:00,5,447.84,0.2,11.196
2014-06-27 0:00,1,85.98,0.0,22.3548
2014-06-28 0:00,5,1228.465,0.3,0.0
2014-07-05 0:00,5,116.36800000000001,0.2,10.6796
2014-07-06 0:00,2,478.48,0.2,47.848
2014-07-07 0:00,4,120.59700000000001,0.25,-17.3299
2014-07-08 0:00,4,283.185,0.15000000000000002,-38.6442
2014-07-09 0:00,1,119.833,0.15,7.049
2014-07-11 0:00,12,489.52500000000003,0.0,132.9306
2014-07-12 0:00,10,444.61533333333335,0.2333333333333333,-6.081599999999999
2014-07-13 0:00,3,351.216,0.2,4.3902
2014-07-14 0:00,2,31.984,0.2,1.1994
2014-07-18 0:00,4,259.136,0.2,-25.9136
2014-07-19 0:00,1,70.56,0.3,-4.032
2014-07-20 0:00,10,347.04400000000004,0.3,-46.3126
2014-07-21 0:00,8,577.4486666666667,0.2333333333333333,-5.535733333333332
2014-07-22 0:00,6,444.036,0.2,45.4683
2014-07-25 0:00,8,77.92,0.0,34.2848
2014-07-26 0:00,20,183.8896,0.16,-11.1753
2014-07-28 0:00,6,129.888,0.2,12.9888
2014-07-30 0:00,8,1367.84,0.0,259.8896
2014-08-01 0:00,4,44.128,0.2,12.1352
2014-08-03 0:00,2,218.75,0.5,-161.875
2014-08-05 0:00,14,654.2413333333333,0.16666666666666666,119.288
2014-08-08 0:00,22,164.618,0.1,25.898799999999998
2014-08-11 0:00,1,12.35,0.0,5.434
2014-08-12 0:00,3,85.44,0.0,31.6128
2014-08-15 0:00,4,195.136,0.2,-12.196
2014-08-16 0:00,6,853.092,0.4,-227.4912
2014-08-19 0:00,16,464.03000000000003,0.0,99.2565
2014-08-20 0:00,15,460.80600000000004,0.15,69.525
2014-08-23 0:00,3,4.224,0.2,1.2672
2014-08-24 0:00,2,13.28,0.0,6.3744
2014-08-25 0:00,1,6.28,0.0,2.6376
2014-08-26 0:00,4,10.68,0.0,4.0584
2014-08-27 0:00,7,616.03,0.0,156.6283
2014-08-29 0:00,3,174.0585,0.45,-110.7645
2014-09-02 0:00,1,70.71,0.0,4.9497
2014-09-05 0:00,2,31.984,0.2,1.999
2014-09-06 0:00,6,41.88,0.0,12.1452
2014-09-07 0:00,19,285.76550000000003,0.08333333333333333,63.33168333333333
2014-09-08 0:00,21,963.861,0.225,24.189799999999998
2014-09-09 0:00,15,288.008,0.13333333333333333,76.7012
2014-09-10 0:00,10,870.97,0.1,112.587
2014-09-11 0:00,3,127.95,0.0,21.7515
2014-09-12 0:00,8,1912.926,0.05,216.7836
2014-09-13 0:00,9,177.153,0.15,-2.0917499999999998
2014-09-14 0:00,22,157.445,0.3,-14.648875
2014-09-15 0:00,6,59.248000000000005,0.1,11.5752
2014-09-17 0:00,2,35.34,0.0,13.4292
2014-09-19 0:00,8,480.50899999999996,0.3,65.79665
2014-09-20 0:00,21,511.94,0.18333333333333335,-43.432233333333336
2014-09-21 0:00,2,8.544,0.6,-7.476
2014-09-22 0:00,7,338.48400000000004,0.05,59.394
2014-09-23 0:00,3,435.999,0.15,20.5176
2014-09-25 0:00,2,300.5328,0.32,-97.2312
2014-09-26 0:00,6,250.76800000000003,0.20000000000000004,25.986800000000002
2014-09-27 0:00,8,345.72999999999996,0.1,41.4681
2014-09-28 0:00,4,337.088,0.2,16.8544
2014-09-29 0:00,20,525.5646666666667,0.13333333333333333,64.9711
2014-09-30 0:00,3,15.24,0.0,5.1816
2014-10-03 0:00,10,138.95975,0.325,-17.954874999999998
2014-10-04 0:00,5,589.41,0.1,-6.549
2014-10-07 0:00,5,129.92,0.2,21.112
2014-10-10 0:00,10,84.612,0.2,8.64
2014-10-11 0:00,17,168.65266666666665,0.06666666666666667,-14.023133333333334
2014-10-13 0:00,7,772.265,0.0,169.3549
2014-10-14 0:00,9,1628.82,0.0,260.6112
2014-10-15 0:00,3,99.37800000000001,0.25,-1.91025
2014-10-17 0:00,2,5.312,0.6,-1.5936
2014-10-18 0:00,12,575.61,0.0,108.12299999999999
2014-10-20 0:00,3,328.59,0.4,-147.8655
2014-10-21 0:00,7,500.45500000000004,0.2,-5.263099999999994
2014-10-22 0:00,8,111.904,0.1,11.651599999999998
2014-10-26 0:00,4,63.92,0.0,3.196
2014-10-28 0:00,6,616.998,0.15,-36.294
2014-10-31 0:00,22,598.5053333333334,0.15,-51.792666666666655
2014-11-01 0:00,8,50.19199999999999,0.1,13.068999999999999
2014-11-02 0:00,6,89.34,0.0,24.1218
2014-11-03 0:00,9,677.694,0.30000000000000004,-175.27769999999998
2014-11-04 0:00,7,248.31666666666663,0.10000000000000002,-8.986133333333333
2014-11-05 0:00,13,147.83599999999998,0.06666666666666667,5.031533333333334
2014-11-07 0:00,4,683.144,0.3,0.0
2014-11-09 0:00,11,139.593,0.075,15.978
2014-11-10 0:00,10,219.0066666666667,0.0,46.28346666666666
2014-11-11 0:00,18,345.2373333333333,0.3333333333333333,-36.825966666666666
2014-11-12 0:00,7,240.7284,0.3733333333333333,3.8481
2014-11-14 0:00,2,69.264,0.1,14.6224
2014-11-15 0:00,3,10.11,0.0,3.2352
2014-11-16 0:00,5,171.63524999999998,0.22499999999999998,12.06615
2014-11-17 0:00,23,1317.52,0.125,-11.89395
2014-11-18 0:00,26,273.9665,0.2625,-14.2317125
2014-11-19 0:00,6,1025.88,0.0,235.9524
2014-11-23 0:00,11,286.775,0.325,-20.54045
2014-11-24 0:00,20,205.9616,0.13999999999999999,6.572479999999999
2014-11-25 0:00,20,383.8278333333333,0.21666666666666665,-13.124416666666669
2014-11-26 0:00,5,19.3,0.6,-14.475
2014-11-27 0:00,5,199.9,0.0,39.98
2014-11-28 0:00,9,404.466,0.075,19.4484
2014-12-01 0:00,27,644.8008571428572,0.1142857142857143,93.0579142857143
2014-12-02 0:00,26,256.56,0.27999999999999997,-14.166279999999997
2014-12-06 0:00,12,131.298,0.55,-77.60265
2014-12-08 0:00,10,241.08,0.06666666666666667,28.35293333333333
2014-12-10 0:00,3,338.352,0.2,4.2294
2014-12-12 0:00,28,782.6000833333334,0.09166666666666667,42.71203333333333
2014-12-13 0:00,6,91.19399999999999,0.4,-17.39805
2014-12-14 0:00,5,161.417,0.30000000000000004,-19.18185
2014-12-15 0:00,16,305.9465,0.3,-33.89475
2014-12-16 0:00,33,399.776,0.2571428571428571,19.507228571428573
2014-12-19 0:00,14,1819.86,0.0,163.7874
2014-12-20 0:00,23,577.1162857142857,0.1285714285714286,93.04214285714285
2014-12-21 0:00,9,948.96,0.2,92.454
2014-12-23 0:00,3,59.050000000000004,0.30000000000000004,-6.535399999999999
2014-12-24 0:00,12,115.54066666666665,0.13333333333333333,10.837733333333333
2014-12-26 0:00,19,270.6316,0.18,13.39692
2014-12-27 0:00,26,303.1995,0.275,36.74725
2014-12-29 0:00,17,35.793,0.3,-5.816549999999999
2014-12-30 0:00,3,523.764,0.4,-192.0468
2014-12-31 0:00,20,646.132,0.05,112.5477
2015-01-02 0:00,5,452.45,0.5,-244.323
2015-01-03 0:00,9,1352.3976,0.32,-437.5404
2015-01-04 0:00,14,192.22,0.0,69.1992
2015-01-05 0:00,1,61.584,0.2,-6.9282
2015-01-10 0:00,4,1018.104,0.4,-373.3048
2015-01-13 0:00,13,271.225,0.0,65.497
2015-01-17 0:00,7,254.744,0.6,-312.0614
2015-01-19 0:00,5,150.871,0.3,-10.856100000000001
2015-01-27 0:00,7,1492.953,0.25,-27.2979
2015-01-28 0:00,13,4297.644,0.4,-1862.3124
2015-01-30 0:00,7,227.36,0.0,81.8496
2015-01-31 0:00,3,53.34,0.0,16.5354
2015-02-03 0:00,7,85.40066666666667,0.03333333333333333,22.433000000000003
2015-02-06 0:00,13,776.37,0.0,174.3945
2015-02-09 0:00,7,122.35199999999999,0.4,-3.823500000000001
2015-02-18 0:00,1,35.544,0.2,-0.8886
2015-02-27 0:00,7,493.92,0.3,-28.224
2015-02-28 0:00,10,275.632,0.2,7.783200000000001
2015-03-01 0:00,9,706.3752,0.26,-28.451100000000004
2015-03-02 0:00,3,787.53,0.0,165.3813
2015-03-05 0:00,13,130.31475,0.3,12.374225000000001
2015-03-06 0:00,7,435.26,0.0,95.7572
2015-03-08 0:00,16,582.3166666666667,0.0,122.98026666666665
2015-03-12 0:00,7,18.644,0.2,2.6509
2015-03-13 0:00,14,461.6186666666667,0.06666666666666667,78.15813333333334
2015-03-16 0:00,3,107.545,0.0,31.412100000000002
2015-03-19 0:00,4,383.4656,0.32,-67.6704
2015-03-22 0:00,2,91.96,0.0,15.6332
2015-03-23 0:00,2,107.772,0.3,-29.2524
2015-03-24 0:00,8,202.97899999999998,0.15,-11.3869
2015-03-26 0:00,8,3393.68,0.0,610.8624
2015-03-29 0:00,8,593.4200000000001,0.1,70.42005
2015-03-30 0:00,4,366.744,0.3,-110.0232
2015-03-31 0:00,3,22.38,0.6,-7.833
2015-04-04 0:00,2,108.4,0.0,22.764
2015-04-05 0:00,13,449.8485,0.275,-47.0674
2015-04-09 0:00,3,369.912,0.2,-13.8717
2015-04-11 0:00,5,60.944,0.2,12.2088
2015-04-13 0:00,13,362.2864,0.2,-51.117560000000005
2015-04-16 0:00,18,615.9613333333333,0.03333333333333333,82.70253333333334
2015-04-18 0:00,4,50.94533333333334,0.09999999999999999,-0.06336666666666702
2015-04-20 0:00,6,595.38,0.0,297.69
2015-04-21 0:00,5,200.92000000000002,0.0,43.754400000000004
2015-04-25 0:00,3,128.058,0.3,-23.7822
2015-04-26 0:00,16,318.5699,0.27,-37.84508
2015-04-27 0:00,3,1267.53,0.0,316.8825
2015-04-30 0:00,16,69.57375,0.075,3.051625
2015-05-01 0:00,3,63.552,0.2,14.2992
2015-05-03 0:00,12,754.998,0.15,35.1822
2015-05-04 0:00,9,24.544,0.3,1.9744000000000002
2015-05-07 0:00,2,244.006,0.3,-31.3722
2015-05-08 0:00,14,84.87899999999999,0.07500000000000001,15.9726
2015-05-11 0:00,7,191.968,0.2,16.7972
2015-05-12 0:00,4,21.968,0.6,-15.9268
2015-05-14 0:00,13,363.196875,0.1375,37.894475
2015-05-20 0:00,4,163.136,0.2,20.392
2015-05-23 0:00,9,75.33,0.0,19.5858
2015-05-24 0:00,7,602.651,0.3,-163.5767
2015-05-25 0:00,3,14.73,0.0,4.8609
2015-05-26 0:00,7,76.95200000000001,0.19999999999999998,-8.429866666666667
2015-05-29 0:00,7,179.313,0.25,-45.1077
2015-05-31 0:00,25,811.348,0.12,172.24975999999998
2015-06-04 0:00,3,35.28,0.0,11.9952
2015-06-05 0:00,9,1522.638,0.1,169.182
2015-06-08 0:00,7,173.208,0.2,45.4671
2015-06-09 0:00,4,355.36,0.0,92.3936
2015-06-11 0:00,10,400.58400000000006,0.13333333333333333,-54.849
2015-06-12 0:00,2,43.296,0.2,4.3296
2015-06-14 0:00,6,51.072,0.2,5.1072
2015-06-15 0:00,10,202.48000000000002,0.2,-12.7
2015-06-16 0:00,2,197.372,0.3,-25.3764
2015-06-18 0:00,12,259.77866666666665,0.13333333333333333,32.15573333333334
2015-06-19 0:00,2,12.56,0.0,4.0192
2015-06-20 0:00,6,257.64,0.0,100.4796
2015-06-22 0:00,7,796.425,0.5,-525.6405
2015-06-23 0:00,3,27.42,0.0,9.3228
2015-06-25 0:00,14,140.117,0.3,18.313699999999997
2015-06-26 0:00,3,332.94,0.0,79.9056
2015-06-28 0:00,10,552.35,0.35,-165.0306
2015-06-29 0:00,2,68.993,0.15000000000000002,1.53445
2015-07-02 0:00,18,316.79266666666666,0.26666666666666666,-17.560066666666664
2015-07-03 0:00,12,174.11066666666667,0.13333333333333333,10.688333333333333
2015-07-05 0:00,4,4.928,0.2,0.7392
2015-07-06 0:00,10,160.523,0.05,28.485950000000003
2015-07-09 0:00,2,181.96,0.0,20.0156
2015-07-11 0:00,25,214.11700000000002,0.25,-17.64465
2015-07-12 0:00,10,195.6835,0.44999999999999996,-3.8070500000000003
2015-07-13 0:00,9,1931.04,0.1,321.84
2015-07-14 0:00,8,284.842,0.44999999999999996,-70.96499999999999
2015-07-16 0:00,10,733.2786666666667,0.13333333333333333,-32.204366666666665
2015-07-17 0:00,7,213.69299999999998,0.175,-3.9997999999999996
2015-07-18 0:00,1,7.38,0.0,2.1402
2015-07-20 0:00,9,649.187,0.3,-89.33879999999999
2015-07-23 0:00,3,128.82,0.0,50.2398
2015-07-24 0:00,3,20.94,0.0,6.0726
2015-07-25 0:00,9,541.6826666666666,0.06666666666666667,41.30473333333334
2015-07-26 0:00,6,329.7585,0.35,-95.5641
2015-07-30 0:00,9,80.58,0.0,20.6466
2015-07-31 0:00,7,1090.782,0.4,-290.8752
2015-08-01 0:00,6,1004.976,0.2,-175.8708
2015-08-02 0:00,5,194.24,0.25,-86.58139999999999
2015-08-05 0:00,5,14.76,0.6,-11.439
2015-08-06 0:00,3,369.1992,0.32,-114.0174
2015-08-07 0:00,3,212.94,0.0,34.0704
2015-08-08 0:00,1,144.784,0.2,10.8588
2015-08-09 0:00,27,292.646,0.06666666666666667,9.607633333333332
2015-08-11 0:00,3,46.152,0.2,12.1149
2015-08-13 0:00,3,31.56,0.0,10.4148
2015-08-15 0:00,7,104.23,0.0,28.1421
2015-08-16 0:00,6,277.911,0.35,-102.4998
2015-08-21 0:00,13,438.712,0.2125,7.162500000000001
2015-08-24 0:00,10,406.01966666666664,0.2333333333333333,-63.11259999999999
2015-08-25 0:00,8,22.922666666666668,0.4666666666666666,-5.312533333333333
2015-08-28 0:00,5,138.43566666666666,0.15,4.814233333333334
2015-08-31 0:00,7,1552.831,0.15,200.9546
2015-09-01 0:00,3,92.55,0.0,21.272100000000002
2015-09-03 0:00,5,183.86,0.2,38.1751
2015-09-05 0:00,13,194.66275,0.075,-2.5865
2015-09-06 0:00,6,183.18800000000002,0.03333333333333333,52.51886666666667
2015-09-07 0:00,7,185.36866666666666,0.3666666666666667,-45.4981
2015-09-08 0:00,8,21.36,0.0,8.1168
2015-09-10 0:00,9,216.17533333333333,0.09999999999999999,37.91726666666666
2015-09-11 0:00,10,81.41333333333334,0.06666666666666667,19.497333333333334
2015-09-13 0:00,32,416.8317142857143,0.07142857142857142,79.88021428571427
2015-09-14 0:00,8,541.443,0.1,55.07535
2015-09-15 0:00,15,395.3768,0.12000000000000002,101.71867999999999
2015-09-17 0:00,27,1429.4534285714285,0.31428571428571433,-231.54385714285715
2015-09-18 0:00,2,24.4,0.0,10.248
2015-09-19 0:00,5,61.400000000000006,0.0,11.903
2015-09-21 0:00,21,519.8439999999999,0.13333333333333333,101.29803333333332
2015-09-22 0:00,4,126.28999999999999,0.0,32.1157
2015-09-24 0:00,19,646.8366666666667,0.0,184.71336666666664
2015-09-25 0:00,8,484.7826666666667,0.10000000000000002,78.5287
2015-09-27 0:00,3,24.288,0.6,-12.7512
2015-10-02 0:00,1,11.032,0.2,3.0338
2015-10-03 0:00,3,78.078,0.325,1.419599999999999
2015-10-04 0:00,6,228.942,0.1,24.8589
2015-10-05 0:00,5,178.731,0.44999999999999996,-59.209500000000006
2015-10-08 0:00,8,109.34,0.3,-4.111749999999997
2015-10-09 0:00,3,389.97,0.0,35.0973
2015-10-10 0:00,3,362.136,0.2,-54.3204
2015-10-11 0:00,5,957.5775,0.45,-383.031
2015-10-12 0:00,8,578.386,0.26666666666666666,48.46346666666667
2015-10-13 0:00,3,287.94,0.0,77.7438
2015-10-15 0:00,13,867.3153333333333,0.3,-146.5224
2015-10-18 0:00,3,10.11,0.0,3.2352
2015-10-20 0:00,16,151.852,0.06666666666666667,19.123
2015-10-23 0:00,11,425.0346666666666,0.20000000000000004,28.667666666666666
2015-10-24 0:00,15,400.8165,0.25,-71.6457
2015-10-25 0:00,16,375.5373333333334,0.13333333333333333,4.974066666666669
2015-10-28 0:00,12,28.605,0.0,11.03545
2015-10-30 0:00,4,15.488,0.2,3.6784
2015-10-31 0:00,5,374.4845,0.175,20.117600000000003
2015-11-01 0:00,13,273.597,0.05,46.82155
2015-11-02 0:00,27,875.8770000000001,0.11000000000000001,123.53168000000001
2015-11-03 0:00,13,745.7099999999999,0.05,112.944
2015-11-05 0:00,3,207.0,0.2,25.875
2015-11-07 0:00,9,323.62666666666667,0.26666666666666666,35.42400000000001
2015-11-08 0:00,17,875.4043333333333,0.05000000000000001,199.64464999999998
2015-11-09 0:00,7,1024.38,0.0,215.1198
2015-11-10 0:00,3,29.22,0.0,12.8568
2015-11-12 0:00,8,335.02799999999996,0.2,-27.79935
2015-11-13 0:00,29,296.8562,0.21166666666666667,1.5364000000000004
2015-11-14 0:00,10,396.7773333333334,0.13333333333333333,48.7456
2015-11-15 0:00,2,39.96,0.0,14.3856
2015-11-16 0:00,16,356.8328,0.12,73.64796
2015-11-17 0:00,14,416.757,0.05,107.81705
2015-11-19 0:00,2,141.96,0.0,22.7136
2015-11-20 0:00,28,207.0875,0.225,-38.562324999999994
2015-11-21 0:00,20,411.15496,0.244,-104.32248
2015-11-22 0:00,2,206.962,0.3,-32.5226
2015-11-24 0:00,4,79.76,0.0,22.3328
2015-11-26 0:00,11,692.472,0.2,190.4298
2015-11-27 0:00,16,263.0791,0.19,-20.42038
2015-11-28 0:00,25,125.19239999999999,0.27999999999999997,-17.72036
2015-11-29 0:00,11,704.4350000000001,0.0,104.66425
2015-11-30 0:00,20,278.8,0.15000000000000002,24.495600000000003
2015-12-01 0:00,27,1650.17,0.25,197.67835
2015-12-03 0:00,7,146.80366666666666,0.18333333333333335,-5.3872
2015-12-04 0:00,28,200.04466666666667,0.05000000000000001,23.4247
2015-12-05 0:00,7,102.17666666666666,0.10000000000000002,12.812599999999998
2015-12-06 0:00,11,130.23933333333335,0.16666666666666666,22.288933333333333
2015-12-07 0:00,8,181.92000000000002,0.0,49.875600000000006
2015-12-10 0:00,7,512.2866666666667,0.0,124.76253333333334
2015-12-11 0:00,23,135.4655,0.4,-91.4757
2015-12-12 0:00,5,257.714,0.1,28.268900000000002
2015-12-14 0:00,10,81.047,0.05,7.5671
2015-12-15 0:00,7,262.864,0.2,69.0018
2015-12-17 0:00,19,249.1284,0.12,43.7369
2015-12-18 0:00,5,20.32,0.2,3.556
2015-12-19 0:00,4,1053.164,0.3,-105.3164
2015-12-20 0:00,5,186.713,0.25,-33.9302
2015-12-21 0:00,16,835.063,0.3,161.20000000000002
2015-12-22 0:00,7,422.625,0.3,0.0
2015-12-24 0:00,19,312.7988,0.26,-132.54336
2015-12-25 0:00,13,358.39099999999996,0.1,13.90775
2015-12-26 0:00,4,163.323,0.35,-52.9263
2015-12-27 0:00,20,495.58064,0.284,-100.52416
2015-12-31 0:00,5,14.76,0.6,-11.439
2016-01-02 0:00,3,173.94,0.0,38.2668
2016-01-03 0:00,7,1592.85,0.0,350.427
2016-01-07 0:00,3,23.076,0.6,-10.9611
2016-01-08 0:00,6,1565.88,0.0,407.1288
2016-01-09 0:00,2,15.168,0.2,3.792
2016-01-10 0:00,9,52.385000000000005,0.0,21.03455
2016-01-11 0:00,14,54.992,0.2,8.9362
2016-01-14 0:00,8,315.776,0.2,31.5776
2016-01-15 0:00,1,181.797,0.3,-15.5826
2016-01-17 0:00,3,322.59,0.0,64.518
2016-01-21 0:00,9,583.528,0.2,35.126400000000004
2016-01-22 0:00,17,191.76933333333332,0.13333333333333333,-8.674266666666668
2016-01-23 0:00,7,59.99,0.0,21.5964
2016-01-25 0:00,4,179.851,0.2,-45.76435
2016-01-30 0:00,8,369.9493333333333,0.2333333333333333,-196.8362666666667
2016-02-02 0:00,9,46.237,0.3,-35.185500000000005
2016-02-03 0:00,4,866.4,0.0,225.264
2016-02-04 0:00,2,14.368,0.2,3.9512
2016-02-05 0:00,9,272.18266666666665,0.06666666666666667,22.3088
2016-02-06 0:00,4,132.224,0.2,-18.1808
2016-02-08 0:00,4,241.5,0.3,0.0
2016-02-14 0:00,9,280.4955,0.15,-21.2667
2016-02-16 0:00,12,233.911,0.1,27.1719
2016-02-19 0:00,2,44.46,0.0,14.6718
2016-02-21 0:00,12,102.375,0.0,47.7505
2016-02-27 0:00,2,16.192,0.6,-6.8816
2016-03-01 0:00,8,836.592,0.4,-264.9208
2016-03-03 0:00,11,412.202,0.19999999999999998,-57.309
2016-03-06 0:00,7,152.51,0.55,-147.04520000000002
2016-03-08 0:00,11,107.97999999999999,0.1,20.232750000000003
2016-03-09 0:00,5,354.9,0.0,88.725
2016-03-10 0:00,1,176.784,0.2,-22.098
2016-03-11 0:00,10,117.08733333333333,0.16666666666666666,3.215
2016-03-12 0:00,3,770.352,0.2,77.0352
2016-03-13 0:00,11,275.10625000000005,0.15,10.6876
2016-03-14 0:00,14,119.184,0.18,-6.4228250000000005
2016-03-15 0:00,9,940.231,0.25,-29.464500000000008
2016-03-17 0:00,5,971.5,0.0,252.59
2016-03-18 0:00,3,189.882,0.4,-94.941
2016-03-19 0:00,6,35.864666666666665,0.2333333333333333,-28.33406666666667
2016-03-20 0:00,11,391.805,0.0,92.2208
2016-03-21 0:00,7,313.90099999999995,0.3,-0.7098
2016-03-22 0:00,7,167.888,0.2,14.6902
2016-03-24 0:00,3,301.47,0.5,-241.176
2016-03-27 0:00,5,30.08,0.0,9.9404
2016-03-29 0:00,19,519.3636666666666,0.26666666666666666,-26.65413333333333
2016-03-31 0:00,6,327.996,0.1,54.666
2016-04-01 0:00,10,662.266,0.05,147.9368
2016-04-02 0:00,5,1454.9,0.0,378.274
2016-04-03 0:00,4,71.12,0.0,22.0472
2016-04-04 0:00,2,82.64,0.0,7.4376
2016-04-07 0:00,3,658.746,0.1,146.388
2016-04-08 0:00,24,204.84159999999997,0.1,24.42212
2016-04-09 0:00,5,556.665,0.15,6.549
2016-04-12 0:00,14,392.18666666666667,0.13333333333333333,2.4356666666666675
2016-04-14 0:00,9,658.668,0.2,71.7014
2016-04-15 0:00,2,1121.568,0.2,0.0
2016-04-16 0:00,2,9.96,0.0,3.2868
2016-04-17 0:00,16,118.41433333333335,0.18333333333333335,14.788933333333333
2016-04-18 0:00,9,236.126,0.44999999999999996,-80.3047
2016-04-19 0:00,2,205.176,0.4,-58.1332
2016-04-22 0:00,16,353.59250000000003,0.175,-197.0846
2016-04-24 0:00,6,1325.76,0.2,149.148
2016-04-26 0:00,3,434.646,0.1,62.7822
2016-04-28 0:00,4,35.956,0.4,-14.6316
2016-04-30 0:00,10,67.248,0.4,6.102
2016-05-01 0:00,3,370.62,0.4,-142.071
2016-05-02 0:00,20,195.26500000000001,0.125,-2.6449999999999996
2016-05-03 0:00,2,51.968,0.2,10.3936
2016-05-05 0:00,16,518.116,0.15000000000000002,82.33835
2016-05-06 0:00,11,48.156000000000006,0.1,12.88515
2016-05-07 0:00,12,253.222,0.05,43.5272
2016-05-08 0:00,2,211.96,0.0,42.392
2016-05-12 0:00,3,10.02,0.0,4.4088
2016-05-14 0:00,4,54.788,0.2,19.035899999999998
2016-05-16 0:00,4,282.84,0.0,19.7988
2016-05-17 0:00,7,97.924,0.3,3.5752000000000006
2016-05-19 0:00,14,239.21333333333334,0.0,69.0536
2016-05-20 0:00,5,1049.2,0.0,272.792
2016-05-22 0:00,2,174.286,0.3,-19.9184
2016-05-23 0:00,3,37.05,0.0,16.302
