Order Date,Sales,Quantity,Discount,Profit,Year,Month
2014-04-23 0:00,22.336,4,0.2,7.8176,2014,4
2014-04-25 0:00,303.25,5,0,63.6825,2014,4
2014-04-25 0:00,1487.04,5,0.2,148.704,2014,4
2014-04-26 0:00,230.28,3,0.2,23.028,2014,4
2014-04-29 0:00,51.96,2,0,12.99,2014,4
2014-04-29 0:00,561.584,2,0.2,70.198,2014,4
2014-04-29 0:00,17.46,2,0,5.9364,2014,4
2014-05-04 0:00,27.46,2,0,9.8856,2014,5
2014-05-04 0:00,12.18,7,0,3.8976,2014,5
2014-05-05 0:00,127.869,3,0.3,-9.1335,2014,5
2014-05-07 0:00,194.25,2,0.3,-38.85,2014,5
2014-05-07 0:00,872.32,4,0,244.2496,2014,5
2014-05-10 0:00,256.784,1,0.2,32.098,2014,5
2014-05-10 0:00,349.965,7,0.5,-216.9783,2014,5
2014-05-11 0:00,66.112,4,0.6,-84.2928,2014,5
2014-05-11 0:00,1212.96,8,0.3,-69.312,2014,5
2014-05-12 0:00,34.79,7,0,10.7849,2014,5
2014-05-12 0:00,700.056,3,0.3,-130.0104,2014,5
2014-05-13 0:00,279.456,6,0.2,20.9592,2014,5
2014-05-14 0:00,310.88,2,0.2,23.316,2014,5
2014-05-16 0:00,232.88,5,0.2,17.466,2014,5
2014-05-18 0:00,149.232,3,0.2,3.7308,2014,5
2014-05-20 0:00,139.86,7,0,60.1398,2014,5
2014-05-20 0:00,10.332,3,0.6,-5.9409,2014,5
2014-05-21 0:00,107.772,2,0.3,-29.2524,2014,5
2014-05-25 0:00,29.32,2,0.6,-24.189,2014,5
2014-05-26 0:00,359.772,2,0.3,-5.1396,2014,5
2014-05-26 0:00,290.666,2,0.15,27.3568,2014,5
2014-05-26 0:00,225.296,2,0.2,22.5296,2014,5
2014-05-27 0:00,567.12,10,0.2,-28.356,2014,5
2014-05-30 0:00,355.455,3,0.5,-184.8366,2014,5
2014-06-01 0:00,22.2,6,0,9.102,2014,6
2014-06-01 0:00,2001.86,7,0,580.5394,2014,6
2014-06-02 0:00,73.32,6,0,21.996,2014,6
2014-06-03 0:00,515.88,6,0,113.4936,2014,6
2014-06-03 0:00,61.544,7,0.6,-40.0036,2014,6
2014-06-04 0:00,13.96,2,0,6.7008,2014,6
2014-06-04 0:00,353.568,2,0.2,-44.196,2014,6
2014-06-04 0:00,56.96,2,0,21.0752,2014,6
2014-06-06 0:00,991.764,3,0.4,-347.1174,2014,6
2014-06-07 0:00,268.935,3,0.5,-209.7693,2014,6
2014-06-08 0:00,585.552,3,0.2,73.194,2014,6
2014-06-08 0:00,170.352,3,0.2,10.647,2014,6
2014-06-09 0:00,1441.3,7,0,245.021,2014,6
2014-06-09 0:00,1706.184,9,0.2,85.3092,2014,6
2014-06-09 0:00,37.4,2,0,14.212,2014,6
2014-06-09 0:00,48.86,7,0,14.1694,2014,6
2014-06-14 0:00,212.94,3,0,57.4938,2014,6
2014-06-15 0:00,797.944,4,0.3,-56.996,2014,6
2014-06-15 0:00,99.918,2,0.3,-18.5562,2014,6
2014-06-16 0:00,647.84,8,0,32.392,2014,6
2014-06-17 0:00,6.24,3,0,2.6208,2014,6
2014-06-20 0:00,193.0656,4,0.32,-19.8744,2014,6
2014-06-21 0:00,104.01,1,0,14.5614,2014,6
2014-06-21 0:00,3.984,1,0.2,0.6474,2014,6
2014-06-22 0:00,853.93,5,0.3,0,2014,6
2014-06-22 0:00,170.058,3,0.3,-4.8588,2014,6
2014-06-24 0:00,4.272,2,0.2,0.9612,2014,6
2014-06-25 0:00,447.84,5,0.2,11.196,2014,6
2014-06-27 0:00,85.98,1,0,22.3548,2014,6
2014-06-28 0:00,1228.465,5,0.3,0,2014,6
2014-07-05 0:00,213.216,3,0.2,15.9912,2014,7
2014-07-05 0:00,19.52,2,0.2,5.368,2014,7
2014-07-06 0:00,478.48,2,0.2,47.848,2014,7
2014-07-07 0:00,172.186,2,0.3,-46.7362,2014,7
2014-07-07 0:00,69.008,2,0.2,12.0764,2014,7
2014-07-08 0:00,502.488,3,0.2,-87.9354,2014,7
2014-07-08 0:00,63.882,1,0.1,10.647,2014,7
2014-07-09 0:00,119.833,1,0.15,7.049,2014,7
2014-07-11 0:00,854.94,3,0,213.735,2014,7
2014-07-11 0:00,124.11,9,0,52.1262,2014,7
2014-07-12 0:00,512.358,3,0.3,-14.6388,2014,7
2014-07-12 0:00,123.136,4,0.2,13.8528,2014,7
2014-07-12 0:00,698.352,3,0.2,-17.4588,2014,7
2014-07-13 0:00,351.216,3,0.2,4.3902,2014,7
2014-07-14 0:00,31.984,2,0.2,1.1994,2014,7
2014-07-18 0:00,259.136,4,0.2,-25.9136,2014,7
2014-07-19 0:00,70.56,1,0.3,-4.032,2014,7
2014-07-20 0:00,43.02,3,0,15.4872,2014,7
2014-07-20 0:00,16.74,5,0.6,-14.229,2014,7
2014-07-20 0:00,981.372,2,0.3,-140.196,2014,7
2014-07-21 0:00,801.568,2,0.2,50.098,2014,7
2014-07-21 0:00,657.93,5,0.3,-93.99,2014,7
2014-07-21 0:00,272.848,1,0.2,27.2848,2014,7
2014-07-22 0:00,717.72,3,0.2,71.772,2014,7
2014-07-22 0:00,170.352,3,0.2,19.1646,2014,7
2014-07-25 0:00,77.92,8,0,34.2848,2014,7
2014-07-26 0:00,25.71,3,0,9.2556,2014,7
2014-07-26 0:00,67.88,2,0,18.3276,2014,7
2014-07-26 0:00,674.352,3,0.2,-109.5822,2014,7
2014-07-26 0:00,134.01,9,0,36.1827,2014,7
2014-07-26 0:00,17.496,3,0.6,-10.0602,2014,7
2014-07-28 0:00,129.888,6,0.2,12.9888,2014,7
2014-07-30 0:00,1367.84,8,0,259.8896,2014,7
2014-08-01 0:00,44.128,4,0.2,12.1352,2014,8
2014-08-03 0:00,218.75,2,0.5,-161.875,2014,8
2014-08-05 0:00,1133.35,5,0,294.671,2014,8
2014-08-05 0:00,489.23,2,0.3,41.934,2014,8
2014-08-05 0:00,340.144,7,0.2,21.259,2014,8
2014-08-08 0:00,155.456,4,0.2,-7.7728,2014,8
2014-08-08 0:00,53.88,6,0,22.6296,2014,8
2014-08-08 0:00,327.76,8,0,91.7728,2014,8
2014-08-08 0:00,121.376,4,0.2,-3.0344,2014,8
2014-08-11 0:00,12.35,1,0,5.434,2014,8
2014-08-12 0:00,85.44,3,0,31.6128,2014,8
2014-08-15 0:00,195.136,4,0.2,-12.196,2014,8
2014-08-16 0:00,853.092,6,0.4,-227.4912,2014,8
2014-08-19 0:00,638.82,9,0,172.4814,2014,8
2014-08-19 0:00,289.24,7,0,26.0316,2014,8
2014-08-20 0:00,500.24,13,0,145.0696,2014,8
2014-08-20 0:00,421.372,2,0.3,-6.0196,2014,8
2014-08-23 0:00,4.224,3,0.2,1.2672,2014,8
2014-08-24 0:00,13.28,2,0,6.3744,2014,8
2014-08-25 0:00,6.28,1,0,2.6376,2014,8
2014-08-26 0:00,10.68,4,0,4.0584,2014,8
2014-08-27 0:00,1202.94,3,0,300.735,2014,8
2014-08-27 0:00,29.12,4,0,12.5216,2014,8
2014-08-29 0:00,174.0585,3,0.45,-110.7645,2014,8
2014-09-02 0:00,70.71,1,0,4.9497,2014,9
2014-09-05 0:00,31.984,2,0.2,1.999,2014,9
2014-09-06 0:00,41.88,6,0,12.1452,2014,9
2014-09-07 0:00,200.795,1,0.3,-22.948,2014,9
2014-09-07 0:00,42.368,2,0.2,8.4736,2014,9
2014-09-07 0:00,429.9,5,0,111.774,2014,9
2014-09-07 0:00,161.96,2,0,45.3488,2014,9
2014-09-07 0:00,821.88,6,0,213.6888,2014,9
2014-09-07 0:00,57.69,3,0,23.6529,2014,9
2014-09-08 0:00,966.7,5,0.3,-13.81,2014,9
2014-09-08 0:00,172.764,2,0.1,13.4372,2014,9
2014-09-08 0:00,975.92,5,0.2,121.99,2014,9
2014-09-08 0:00,1740.06,9,0.3,-24.858,2014,9
2014-09-09 0:00,785.88,6,0,212.1876,2014,9
2014-09-09 0:00,17.472,3,0.2,5.0232,2014,9
2014-09-09 0:00,60.672,6,0.2,12.8928,2014,9
2014-09-10 0:00,1487.04,5,0.2,148.704,2014,9
2014-09-10 0:00,254.9,5,0,76.47,2014,9
2014-09-11 0:00,127.95,3,0,21.7515,2014,9
2014-09-12 0:00,3785.292,6,0.1,420.588,2014,9
2014-09-12 0:00,40.56,2,0,12.9792,2014,9
2014-09-13 0:00,14.19,3,0,5.5341,2014,9
2014-09-13 0:00,340.116,6,0.3,-9.7176,2014,9
2014-09-14 0:00,464.292,9,0.4,-108.3348,2014,9
2014-09-14 0:00,142.4,5,0,52.688,2014,9
2014-09-14 0:00,9.96,5,0.6,-6.723,2014,9
2014-09-14 0:00,13.128,3,0.2,3.7743,2014,9
2014-09-15 0:00,103.936,4,0.2,16.8896,2014,9
2014-09-15 0:00,14.56,2,0,6.2608,2014,9
2014-09-17 0:00,35.34,2,0,13.4292,2014,9
2014-09-19 0:00,887.103,7,0.1,177.4206,2014,9
2014-09-19 0:00,73.915,1,0.5,-45.8273,2014,9
2014-09-20 0:00,631.782,2,0.1,140.396,2014,9
2014-09-20 0:00,801.568,2,0.2,-10.0196,2014,9
2014-09-20 0:00,617.7,6,0.5,-407.682,2014,9
2014-09-20 0:00,164.22,3,0,50.9082,2014,9
2014-09-20 0:00,362.94,3,0,36.294,2014,9
2014-09-20 0:00,493.43,5,0.3,-70.49,2014,9
2014-09-21 0:00,8.544,2,0.6,-7.476,2014,9
2014-09-22 0:00,97.44,3,0,35.0784,2014,9
2014-09-22 0:00,579.528,4,0.1,83.7096,2014,9
2014-09-23 0:00,435.999,3,0.15,20.5176,2014,9
2014-09-25 0:00,300.5328,2,0.32,-97.2312,2014,9
2014-09-26 0:00,585.552,3,0.2,73.194,2014,9
2014-09-26 0:00,145.568,2,0.2,0,2014,9
2014-09-26 0:00,21.184,1,0.2,4.7664,2014,9
2014-09-27 0:00,87.54,3,0,37.6422,2014,9
2014-09-27 0:00,603.92,5,0.2,45.294,2014,9
2014-09-28 0:00,337.088,4,0.2,16.8544,2014,9
2014-09-29 0:00,117.36,4,0,36.3816,2014,9
2014-09-29 0:00,409.272,2,0.4,-81.8544,2014,9
2014-09-29 0:00,67.176,1,0.4,-20.1528,2014,9
2014-09-29 0:00,2348.82,9,0,399.2994,2014,9
2014-09-29 0:00,6.16,2,0,2.9568,2014,9
2014-09-29 0:00,204.6,2,0,53.196,2014,9
2014-09-30 0:00,15.24,3,0,5.1816,2014,9
2014-10-03 0:00,143.432,1,0.2,3.5858,2014,10
2014-10-03 0:00,258.279,3,0.3,-70.1043,2014,10
2014-10-03 0:00,122.352,3,0.2,13.7646,2014,10
2014-10-03 0:00,31.776,3,0.6,-19.0656,2014,10
2014-10-04 0:00,589.41,5,0.1,-6.549,2014,10
2014-10-07 0:00,129.92,5,0.2,21.112,2014,10
2014-10-10 0:00,122.352,3,0.2,13.7646,2014,10
2014-10-10 0:00,46.872,7,0.2,3.5154,2014,10
2014-10-11 0:00,433.568,2,0.2,-65.0352,2014,10
2014-10-11 0:00,8.92,4,0,3.9248,2014,10
2014-10-11 0:00,63.47,11,0,19.041,2014,10
2014-10-13 0:00,1298.55,5,0,311.652,2014,10
2014-10-13 0:00,245.98,2,0,27.0578,2014,10
2014-10-14 0:00,1628.82,9,0,260.6112,2014,10
2014-10-15 0:00,15.384,1,0.2,4.0383,2014,10
2014-10-15 0:00,183.372,2,0.3,-7.8588,2014,10
2014-10-17 0:00,5.312,2,0.6,-1.5936,2014,10
2014-10-18 0:00,545.88,6,0,70.9644,2014,10
2014-10-18 0:00,605.34,6,0,145.2816,2014,10
2014-10-20 0:00,328.59,3,0.4,-147.8655,2014,10
2014-10-21 0:00,409.59,3,0.4,-122.877,2014,10
2014-10-21 0:00,591.32,4,0,112.3508,2014,10
2014-10-22 0:00,93.888,4,0.2,12.9096,2014,10
2014-10-22 0:00,129.92,4,0,10.3936,2014,10
2014-10-26 0:00,63.92,4,0,3.196,2014,10
2014-10-28 0:00,616.998,6,0.15,-36.294,2014,10
2014-10-31 0:00,146.352,3,0.2,-9.147,2014,10
2014-10-31 0:00,14.76,2,0,4.2804,2014,10
2014-10-31 0:00,17.67,3,0,7.7748,2014,10
2014-10-31 0:00,1604.9,5,0,481.47,2014,10
2014-10-31 0:00,385.686,1,0.3,-60.6078,2014,10
2014-10-31 0:00,1421.664,8,0.4,-734.5264,2014,10
2014-11-01 0:00,31.68,6,0,9.8208,2014,11
2014-11-01 0:00,68.704,2,0.2,16.3172,2014,11
2014-11-02 0:00,89.34,6,0,24.1218,2014,11
2014-11-03 0:00,410.352,3,0.2,-51.294,2014,11
2014-11-03 0:00,945.036,6,0.4,-299.2614,2014,11
2014-11-04 0:00,135.882,1,0.1,24.1568,2014,11
2014-11-04 0:00,35.34,2,0,13.4292,2014,11
2014-11-04 0:00,573.728,4,0.2,-64.5444,2014,11
2014-11-05 0:00,273.568,2,0.2,-34.196,2014,11
2014-11-05 0:00,149.9,5,0,40.473,2014,11
2014-11-05 0:00,20.04,6,0,8.8176,2014,11
2014-11-07 0:00,683.144,4,0.3,0,2014,11
2014-11-09 0:00,56.52,9,0,21.4776,2014,11
2014-11-09 0:00,222.666,2,0.15,10.4784,2014,11
2014-11-10 0:00,39.88,2,0,11.1664,2014,11
2014-11-10 0:00,563.94,3,0,112.788,2014,11
2014-11-10 0:00,53.2,5,0,14.896,2014,11
2014-11-11 0:00,112.648,1,0.2,11.2648,2014,11
2014-11-11 0:00,521.96,4,0.5,-250.5408,2014,11
2014-11-11 0:00,603.92,5,0.2,75.49,2014,11
2014-11-11 0:00,23.968,2,0.2,7.7896,2014,11
2014-11-11 0:00,797.944,4,0.3,-56.996,2014,11
2014-11-11 0:00,10.984,2,0.6,-7.9634,2014,11
2014-11-12 0:00,629.064,3,0.2,31.4532,2014,11
2014-11-12 0:00,25.128,3,0.6,-6.9102,2014,11
2014-11-12 0:00,67.9932,1,0.32,-12.9987,2014,11
2014-11-14 0:00,69.264,2,0.1,14.6224,2014,11
2014-11-15 0:00,10.11,3,0,3.2352,2014,11
2014-11-16 0:00,37.296,2,0.3,-1.0656,2014,11
2014-11-16 0:00,305.9745,3,0.15,25.1979,2014,11
2014-11-17 0:00,4007.84,10,0.2,-50.098,2014,11
2014-11-17 0:00,657.93,5,0.3,-93.99,2014,11
2014-11-17 0:00,124.41,3,0,14.9292,2014,11
2014-11-17 0:00,479.9,5,0,81.583,2014,11
2014-11-18 0:00,137.54,2,0,55.016,2014,11
2014-11-18 0:00,60.312,3,0.2,5.2773,2014,11
2014-11-18 0:00,730.2,4,0,94.926,2014,11
2014-11-18 0:00,392.94,3,0,43.2234,2014,11
2014-11-18 0:00,145.98,2,0.5,-99.2664,2014,11
2014-11-18 0:00,424.116,6,0.3,-30.294,2014,11
2014-11-18 0:00,8.544,2,0.6,-7.476,2014,11
2014-11-18 0:00,292.1,4,0.5,-175.26,2014,11
2014-11-19 0:00,1025.88,6,0,235.9524,2014,11
2014-11-23 0:00,6.368,2,0.6,-2.5472,2014,11
2014-11-23 0:00,603.92,5,0.2,-67.941,2014,11
2014-11-23 0:00,155.372,2,0.3,-35.5136,2014,11
2014-11-23 0:00,381.44,2,0.2,23.84,2014,11
2014-11-24 0:00,35.168,7,0.2,9.6712,2014,11
2014-11-24 0:00,120.712,1,0.2,-18.1068,2014,11
2014-11-24 0:00,611.058,3,0.3,-34.9176,2014,11
2014-11-24 0:00,111.15,5,0,48.906,2014,11
2014-11-24 0:00,151.72,4,0,27.3096,2014,11
2014-11-25 0:00,275.952,3,0.2,-37.9434,2014,11
2014-11-25 0:00,23.88,3,0,10.5072,2014,11
2014-11-25 0:00,6.096,3,0.6,-3.9624,2014,11
2014-11-25 0:00,1218.735,5,0.3,-121.8735,2014,11
2014-11-25 0:00,52.96,2,0,20.1248,2014,11
2014-11-25 0:00,725.344,4,0.2,54.4008,2014,11
2014-11-26 0:00,19.3,5,0.6,-14.475,2014,11
2014-11-27 0:00,199.9,5,0,39.98,2014,11
2014-11-28 0:00,397.6,5,0,43.736,2014,11
2014-11-28 0:00,411.332,4,0.15,-4.8392,2014,11
2014-12-01 0:00,674.058,3,0.3,-19.2588,2014,12
2014-12-01 0:00,909.72,6,0.3,-51.984,2014,12
2014-12-01 0:00,45.84,3,0,15.5856,2014,12
2014-12-01 0:00,8.128,2,0.2,1.4224,2014,12
2014-12-01 0:00,2807.84,8,0,673.8816,2014,12
2014-12-01 0:00,9.82,2,0,3.2406,2014,12
2014-12-01 0:00,58.2,3,0,28.518,2014,12
2014-12-02 0:00,60.72,3,0,23.6808,2014,12
2014-12-02 0:00,239.84,8,0,64.7568,2014,12
2014-12-02 0:00,58.36,5,0.6,-24.803,2014,12
2014-12-02 0:00,39.96,5,0.6,-23.976,2014,12
2014-12-02 0:00,883.92,5,0.2,-110.49,2014,12
2014-12-06 0:00,275.49,1,0.5,-170.8038,2014,12
2014-12-06 0:00,23.976,3,0.6,-14.3856,2014,12
2014-12-06 0:00,10.776,3,0.6,-4.8492,2014,12
2014-12-06 0:00,214.95,5,0.5,-120.372,2014,12
2014-12-08 0:00,39.88,2,0,11.1664,2014,12
2014-12-08 0:00,603.92,5,0.2,45.294,2014,12
2014-12-08 0:00,79.44,3,0,28.5984,2014,12
2014-12-10 0:00,338.352,3,0.2,4.2294,2014,12
2014-12-12 0:00,43.31,1,0,4.331,2014,12
2014-12-12 0:00,9.24,3,0,4.4352,2014,12
2014-12-12 0:00,3610.848,12,0.2,135.4068,2014,12
2014-12-12 0:00,764.688,6,0.2,95.586,2014,12
2014-12-12 0:00,12.54,3,0,4.5144,2014,12
2014-12-12 0:00,254.9745,3,0.15,11.9988,2014,12
2014-12-13 0:00,87.96,3,0.2,7.6965,2014,12
2014-12-13 0:00,94.428,3,0.6,-42.4926,2014,12
2014-12-14 0:00,136.53,1,0.4,-52.3365,2014,12
2014-12-14 0:00,186.304,4,0.2,13.9728,2014,12
2014-12-15 0:00,445.802,7,0.3,-108.2662,2014,12
2014-12-15 0:00,6.16,2,0,1.9712,2014,12
2014-12-15 0:00,8.544,2,0.6,-7.476,2014,12
2014-12-15 0:00,763.28,5,0.3,-21.808,2014,12
2014-12-16 0:00,1403.92,5,0.2,70.196,2014,12
2014-12-16 0:00,29.46,6,0,9.7218,2014,12
2014-12-16 0:00,241.568,2,0.2,18.1176,2014,12
2014-12-16 0:00,44.46,2,0,14.6718,2014,12
2014-12-16 0:00,1013.832,9,0.2,101.3832,2014,12
2014-12-16 0:00,56.568,2,0.6,-74.9526,2014,12
2014-12-16 0:00,8.624,7,0.6,-2.5872,2014,12
2014-12-19 0:00,1819.86,14,0,163.7874,2014,12
2014-12-20 0:00,662.88,3,0.2,74.574,2014,12
2014-12-20 0:00,192.186,3,0.1,36.3018,2014,12
2014-12-20 0:00,2244.48,7,0,493.7856,2014,12
2014-12-20 0:00,455.1,2,0,100.122,2014,12
2014-12-20 0:00,51.968,2,0.2,10.3936,2014,12
2014-12-20 0:00,242.352,3,0.2,-42.4116,2014,12
2014-12-20 0:00,190.848,3,0.2,-21.4704,2014,12
2014-12-21 0:00,572.16,3,0.2,35.76,2014,12
2014-12-21 0:00,1325.76,6,0.2,149.148,2014,12
2014-12-23 0:00,64.784,1,0.2,6.4784,2014,12
2014-12-23 0:00,53.316,2,0.4,-19.5492,2014,12
2014-12-24 0:00,23.99,1,0,5.5177,2014,12
2014-12-24 0:00,30.36,5,0.2,8.7285,2014,12
2014-12-24 0:00,292.272,6,0.2,18.267,2014,12
2014-12-26 0:00,3.48,2,0,1.1136,2014,12
2014-12-26 0:00,300.416,8,0.2,78.8592,2014,12
2014-12-26 0:00,230.352,3,0.2,20.1558,2014,12
2014-12-26 0:00,218.352,3,0.2,-24.5646,2014,12
2014-12-26 0:00,600.558,3,0.3,-8.5794,2014,12
2014-12-27 0:00,182.352,3,0.2,-18.2352,2014,12
2014-12-27 0:00,230.28,3,0.2,23.028,2014,12
2014-12-27 0:00,32.952,6,0.6,-19.7712,2014,12
2014-12-27 0:00,767.214,14,0.1,161.9674,2014,12
2014-12-29 0:00,8.736,3,0.6,-4.8048,2014,12
2014-12-29 0:00,70.56,6,0,23.9904,2014,12
2014-12-29 0:00,38.976,3,0.6,-50.6688,2014,12
2014-12-29 0:00,24.9,5,0,8.217,2014,12
2014-12-30 0:00,523.764,3,0.4,-192.0468,2014,12
2014-12-31 0:00,63.2,5,0,23.384,2014,12
2014-12-31 0:00,605.88,6,0,151.47,2014,12
2014-12-31 0:00,1573.488,7,0.2,196.686,2014,12
2014-12-31 0:00,341.96,2,0,78.6508,2014,12
2015-01-02 0:00,452.45,5,0.5,-244.323,2015,1
2015-01-03 0:00,1352.3976,9,0.32,-437.5404,2015,1
2015-01-04 0:00,192.22,14,0,69.1992,2015,1
2015-01-05 0:00,61.584,1,0.2,-6.9282,2015,1
2015-01-10 0:00,1018.104,4,0.4,-373.3048,2015,1
2015-01-13 0:00,77.6,4,0,38.024,2015,1
2015-01-13 0:00,464.85,9,0,92.97,2015,1
2015-01-17 0:00,254.744,7,0.6,-312.0614,2015,1
2015-01-19 0:00,199.304,4,0.3,-8.5416,2015,1
2015-01-19 0:00,102.438,1,0.3,-13.1706,2015,1
2015-01-27 0:00,2803.92,5,0.2,0,2015,1
2015-01-27 0:00,181.986,2,0.3,-54.5958,2015,1
2015-01-28 0:00,4297.644,13,0.4,-1862.3124,2015,1
2015-01-30 0:00,227.36,7,0,81.8496,2015,1
2015-01-31 0:00,53.34,3,0,16.5354,2015,1
2015-02-03 0:00,136.92,4,0,41.076,2015,2
2015-02-03 0:00,90.882,1,0.1,15.147,2015,2
2015-02-03 0:00,28.4,2,0,11.076,2015,2
2015-02-06 0:00,1268.82,9,0,266.4522,2015,2
2015-02-06 0:00,283.92,4,0,82.3368,2015,2
2015-02-09 0:00,40.784,2,0.6,-30.588,2015,2
2015-02-09 0:00,203.92,5,0.2,22.941,2015,2
2015-02-18 0:00,35.544,1,0.2,-0.8886,2015,2
2015-02-27 0:00,493.92,7,0.3,-28.224,2015,2
2015-02-28 0:00,161.568,2,0.2,-28.2744,2015,2
2015-02-28 0:00,389.696,8,0.2,43.8408,2015,2
2015-03-01 0:00,1227.9984,6,0.32,-36.1176,2015,3
2015-03-01 0:00,184.752,3,0.2,-20.7846,2015,3
2015-03-02 0:00,787.53,3,0,165.3813,2015,3
2015-03-05 0:00,99.372,2,0.3,-7.098,2015,3
2015-03-05 0:00,383.607,7,0.1,63.9345,2015,3
2015-03-05 0:00,4.712,2,0.6,-1.8848,2015,3
2015-03-05 0:00,33.568,2,0.2,-5.4548,2015,3
2015-03-06 0:00,435.26,7,0,95.7572,2015,3
2015-03-08 0:00,860.93,7,0,189.4046,2015,3
2015-03-08 0:00,512.94,3,0,97.4586,2015,3
2015-03-08 0:00,373.08,6,0,82.0776,2015,3
2015-03-12 0:00,30.88,4,0.2,3.86,2015,3
